chr	start	end	name	score	tissue
chr10	88199371	88199734	Peak_117582	110	spleen
chr10	88216872	88217288	Peak_45390	233	spleen
chr10	88218129	88218726	Peak_137060	100	spleen
chr10	88218129	88218726	Peak_288340	65	spleen
chr10	88243803	88244582	Peak_194472	82	spleen
chr10	88243803	88244582	Peak_32590	334	spleen
chr10	88270897	88272172	Peak_100599	121	spleen
chr10	88270897	88272172	Peak_134739	101	spleen
chr10	88270897	88272172	Peak_258512	70	spleen
chr10	88270897	88272172	Peak_58994	181	spleen
chr10	88270897	88272172	Peak_69916	156	spleen
chr10	88281935	88282266	Peak_90324	130	spleen
chr10	88302932	88303996	Peak_260299	69	spleen
chr10	88302932	88303996	Peak_80902	140	spleen
chr10	88302932	88303996	Peak_90325	130	spleen
chr10	88317831	88318322	Peak_80903	140	spleen
chr10	88336745	88337120	Peak_177446	86	spleen
chr10	88385510	88386315	Peak_13609	832	spleen
chr10	88385510	88386315	Peak_15374	739	spleen
chr10	88387155	88387429	Peak_71148	156	spleen
chr10	88392213	88392535	Peak_26764	415	spleen
chr10	88536483	88536767	Peak_126782	105	spleen
chr10	88553239	88553464	Peak_24554	454	spleen
chr10	87817598	87818889	Peak_11574	1000	tibial artery
chr10	87817598	87818889	Peak_70497	284	tibial artery
chr10	87817598	87818889	Peak_81220	222	tibial artery
chr10	87850782	87851247	Peak_36500	771	tibial artery
chr10	87861611	87864111	Peak_104517	138	tibial artery
chr10	87861611	87864111	Peak_113339	117	tibial artery
chr10	87861611	87864111	Peak_17958	1000	tibial artery
chr10	87861611	87864111	Peak_216827	33	tibial artery
chr10	87861611	87864111	Peak_24430	1000	tibial artery
chr10	87861611	87864111	Peak_35106	813	tibial artery
chr10	87861611	87864111	Peak_63079	343	tibial artery
chr10	87861611	87864111	Peak_8001	1000	tibial artery
chr10	87870944	87871160	Peak_124037	98	tibial artery
chr10	87948605	87948889	Peak_73647	264	tibial artery
chr10	87961291	87961852	Peak_28451	1000	tibial artery
chr10	88012543	88013187	Peak_33238	873	tibial artery
chr10	88041320	88041986	Peak_38015	730	tibial artery
chr10	88041320	88041986	Peak_53311	448	tibial artery
chr10	88042578	88043055	Peak_89540	187	tibial artery
chr10	88047428	88047683	Peak_87803	193	tibial artery
chr10	88062277	88063482	Peak_144286	71	tibial artery
chr10	88062277	88063482	Peak_29620	1000	tibial artery
chr10	88062277	88063482	Peak_68618	298	tibial artery
chr10	88079803	88080009	Peak_203902	37	tibial artery
chr10	88080267	88080554	Peak_113269	118	tibial artery
chr10	88086653	88086933	Peak_74699	258	tibial artery
chr10	88089581	88089880	Peak_48456	518	tibial artery
chr10	88095257	88095677	Peak_120568	103	tibial artery
chr10	88095257	88095677	Peak_142821	74	tibial artery
chr10	88095880	88096306	Peak_137618	79	tibial artery
chr10	88095880	88096306	Peak_215377	34	tibial artery
chr10	88110349	88110765	Peak_19914	1000	tibial artery
chr10	88114409	88114648	Peak_54281	436	tibial artery
chr10	88121004	88121320	Peak_184984	44	tibial artery
chr10	88131313	88132266	Peak_181912	46	tibial artery
chr10	88131313	88132266	Peak_36451	773	tibial artery
chr10	88131313	88132266	Peak_68846	296	tibial artery
chr10	88147073	88147906	Peak_23547	1000	tibial artery
chr10	88147073	88147906	Peak_84088	209	tibial artery
chr10	88152754	88153178	Peak_112768	119	tibial artery
chr10	88157809	88158497	Peak_47633	531	tibial artery
chr10	88157809	88158497	Peak_83131	213	tibial artery
chr10	88158572	88158801	Peak_129655	89	tibial artery
chr10	88165402	88166639	Peak_100840	149	tibial artery
chr10	88165402	88166639	Peak_137524	79	tibial artery
chr10	88165402	88166639	Peak_171220	52	tibial artery
chr10	88165402	88166639	Peak_49405	504	tibial artery
chr10	88227424	88228016	Peak_42926	617	tibial artery
chr10	88227424	88228016	Peak_47091	540	tibial artery
chr10	88232357	88232789	Peak_57487	398	tibial artery
chr10	88238228	88239105	Peak_113314	118	tibial artery
chr10	88238228	88239105	Peak_145034	71	tibial artery
chr10	88238228	88239105	Peak_156975	61	tibial artery
chr10	88243778	88244395	Peak_66993	310	tibial artery
chr10	88243778	88244395	Peak_74839	256	tibial artery
chr10	88245799	88246506	Peak_226140	30	tibial artery
chr10	88245799	88246506	Peak_32152	912	tibial artery
chr10	88254147	88254445	Peak_62374	349	tibial artery
chr10	88255755	88256813	Peak_204341	37	tibial artery
chr10	88255755	88256813	Peak_22808	1000	tibial artery
chr10	88266098	88266596	Peak_87761	193	tibial artery
chr10	88343687	88344504	Peak_158449	59	tibial artery
chr10	88343687	88344504	Peak_90841	181	tibial artery
chr10	88343687	88344504	Peak_92915	173	tibial artery
chr10	88385986	88387531	Peak_148017	69	tibial artery
chr10	88385986	88387531	Peak_20439	1000	tibial artery
chr10	88385986	88387531	Peak_94045	169	tibial artery
chr10	88385986	88387531	Peak_98384	156	tibial artery
chr10	88389530	88389760	Peak_99534	151	tibial artery
chr10	88402061	88402282	Peak_125366	95	tibial artery
chr10	88442750	88443049	Peak_145035	71	tibial artery
chr10	88455854	88456226	Peak_82446	216	tibial artery
chr10	88456888	88457086	Peak_145036	71	tibial artery
chr10	88459602	88459918	Peak_90842	181	tibial artery
chr10	88474759	88475745	Peak_122726	101	tibial artery
chr10	88474759	88475745	Peak_55739	419	tibial artery
chr10	88474759	88475745	Peak_85304	204	tibial artery
chr10	88525838	88526073	Peak_114436	115	tibial artery
chr10	88537949	88538428	Peak_157640	60	tibial artery
chr10	88537949	88538428	Peak_87740	194	tibial artery
chr10	88541219	88541925	Peak_33345	869	tibial artery
chr10	88553224	88553494	Peak_36888	760	tibial artery
chr10	87817698	87819077	Peak_105767	98	bile duct tissue
chr10	87817698	87819077	Peak_117944	83	bile duct tissue
chr10	87817698	87819077	Peak_12296	1000	bile duct tissue
chr10	87817698	87819077	Peak_44035	396	bile duct tissue
chr10	87817698	87819077	Peak_94655	118	bile duct tissue
chr10	87842168	87842658	Peak_18455	1000	bile duct tissue
chr10	87850838	87851062	Peak_76966	167	bile duct tissue
chr10	87861557	87861882	Peak_39761	456	bile duct tissue
chr10	87861994	87863821	Peak_11681	1000	bile duct tissue
chr10	87861994	87863821	Peak_13756	1000	bile duct tissue
chr10	87861994	87863821	Peak_3447	1000	bile duct tissue
chr10	87861994	87863821	Peak_55661	281	bile duct tissue
chr10	87861994	87863821	Peak_59188	256	bile duct tissue
chr10	87861994	87863821	Peak_96810	114	bile duct tissue
chr10	88028696	88029057	Peak_38075	484	bile duct tissue
chr10	88036204	88036511	Peak_185993	50	bile duct tissue
chr10	88062953	88063145	Peak_113164	88	bile duct tissue
chr10	88080206	88080556	Peak_33940	565	bile duct tissue
chr10	88114453	88114646	Peak_81354	152	bile duct tissue
chr10	88118278	88118533	Peak_125851	77	bile duct tissue
chr10	88131647	88132220	Peak_19922	1000	bile duct tissue
chr10	88152711	88153216	Peak_123575	77	bile duct tissue
chr10	88200641	88200914	Peak_68650	202	bile duct tissue
chr10	88233972	88234754	Peak_113908	87	bile duct tissue
chr10	88233972	88234754	Peak_22104	947	bile duct tissue
chr10	88236171	88236581	Peak_64929	221	bile duct tissue
chr10	88243666	88244596	Peak_29770	667	bile duct tissue
chr10	88243666	88244596	Peak_45907	374	bile duct tissue
chr10	88253725	88253943	Peak_55750	280	bile duct tissue
chr10	88254166	88254478	Peak_34786	546	bile duct tissue
chr10	88257818	88258220	Peak_113458	88	bile duct tissue
chr10	88303335	88304025	Peak_172416	54	bile duct tissue
chr10	88303335	88304025	Peak_241719	40	bile duct tissue
chr10	88318714	88319167	Peak_114553	86	bile duct tissue
chr10	88385393	88386731	Peak_180473	52	bile duct tissue
chr10	88385393	88386731	Peak_56685	273	bile duct tissue
chr10	88385393	88386731	Peak_7825	1000	bile duct tissue
chr10	88385393	88386731	Peak_82511	149	bile duct tissue
chr10	88387146	88387457	Peak_57579	267	bile duct tissue
chr10	88400222	88400587	Peak_51168	319	bile duct tissue
chr10	88437480	88437774	Peak_123576	77	bile duct tissue
chr10	88457814	88458054	Peak_142335	65	bile duct tissue
chr10	88474431	88474959	Peak_42649	414	bile duct tissue
chr10	88489134	88489500	Peak_172417	54	bile duct tissue
chr10	88525838	88526096	Peak_135166	69	bile duct tissue
chr10	88541244	88541633	Peak_201922	46	bile duct tissue
chr10	88541244	88541633	Peak_81900	150	bile duct tissue
chr10	88546855	88547010	Peak_150682	61	bile duct tissue
chr10	88553239	88553629	Peak_58770	258	bile duct tissue
chr10	87817676	87819123	Peak_106318	247	fallopian tube
chr10	87817676	87819123	Peak_150362	129	fallopian tube
chr10	87817676	87819123	Peak_40291	1000	fallopian tube
chr10	87817676	87819123	Peak_69363	499	fallopian tube
chr10	87817676	87819123	Peak_7224	1000	fallopian tube
chr10	87837632	87838072	Peak_83261	374	fallopian tube
chr10	87838680	87839070	Peak_91402	320	fallopian tube
chr10	87842210	87842624	Peak_112854	221	fallopian tube
chr10	87843041	87843637	Peak_190208	82	fallopian tube
chr10	87843041	87843637	Peak_33738	1000	fallopian tube
chr10	87850772	87851269	Peak_49911	786	fallopian tube
chr10	87861536	87863777	Peak_135644	156	fallopian tube
chr10	87861536	87863777	Peak_1649	1000	fallopian tube
chr10	87861536	87863777	Peak_26428	1000	fallopian tube
chr10	87861536	87863777	Peak_40778	1000	fallopian tube
chr10	87861536	87863777	Peak_5812	1000	fallopian tube
chr10	87861536	87863777	Peak_93405	309	fallopian tube
chr10	87873088	87873395	Peak_281735	43	fallopian tube
chr10	87915380	87915829	Peak_198412	77	fallopian tube
chr10	87915380	87915829	Peak_199573	76	fallopian tube
chr10	87916139	87916410	Peak_99570	277	fallopian tube
chr10	87925669	87925921	Peak_180481	91	fallopian tube
chr10	87935738	87936165	Peak_107619	241	fallopian tube
chr10	87955205	87955554	Peak_246207	52	fallopian tube
chr10	87993226	87993474	Peak_143616	140	fallopian tube
chr10	88024889	88025203	Peak_119644	198	fallopian tube
chr10	88062463	88062672	Peak_203694	74	fallopian tube
chr10	88062826	88063430	Peak_134865	159	fallopian tube
chr10	88062826	88063430	Peak_236805	56	fallopian tube
chr10	88075844	88076442	Peak_60988	600	fallopian tube
chr10	88080107	88080574	Peak_29921	1000	fallopian tube
chr10	88091568	88091995	Peak_174999	97	fallopian tube
chr10	88092851	88093270	Peak_229013	59	fallopian tube
chr10	88092851	88093270	Peak_246208	52	fallopian tube
chr10	88114453	88114656	Peak_106007	248	fallopian tube
chr10	88116967	88117350	Peak_218351	65	fallopian tube
chr10	88116967	88117350	Peak_240671	56	fallopian tube
chr10	88131071	88132362	Peak_106001	248	fallopian tube
chr10	88131071	88132362	Peak_16851	1000	fallopian tube
chr10	88131071	88132362	Peak_263606	47	fallopian tube
chr10	88157920	88158176	Peak_151874	126	fallopian tube
chr10	88164405	88165194	Peak_146315	135	fallopian tube
chr10	88164405	88165194	Peak_246209	52	fallopian tube
chr10	88164405	88165194	Peak_79839	400	fallopian tube
chr10	88200303	88200930	Peak_200502	75	fallopian tube
chr10	88200303	88200930	Peak_85470	359	fallopian tube
chr10	88219460	88219683	Peak_207055	70	fallopian tube
chr10	88222744	88223229	Peak_132427	164	fallopian tube
chr10	88222744	88223229	Peak_195370	78	fallopian tube
chr10	88234304	88234729	Peak_24232	1000	fallopian tube
chr10	88235161	88235551	Peak_80429	396	fallopian tube
chr10	88236112	88236628	Peak_134548	160	fallopian tube
chr10	88236112	88236628	Peak_26693	1000	fallopian tube
chr10	88243688	88244596	Peak_59094	627	fallopian tube
chr10	88243688	88244596	Peak_77794	418	fallopian tube
chr10	88253157	88253984	Peak_245321	53	fallopian tube
chr10	88253157	88253984	Peak_37252	1000	fallopian tube
chr10	88254175	88254407	Peak_80309	397	fallopian tube
chr10	88266502	88267029	Peak_58933	629	fallopian tube
chr10	88288523	88288759	Peak_131244	166	fallopian tube
chr10	88316399	88316718	Peak_176638	94	fallopian tube
chr10	88364993	88366285	Peak_144925	138	fallopian tube
chr10	88364993	88366285	Peak_211437	69	fallopian tube
chr10	88364993	88366285	Peak_44394	911	fallopian tube
chr10	88364993	88366285	Peak_64817	549	fallopian tube
chr10	88371694	88371939	Peak_234938	57	fallopian tube
chr10	88372067	88372462	Peak_201409	74	fallopian tube
chr10	88377594	88377810	Peak_229014	59	fallopian tube
chr10	88385383	88386721	Peak_10298	1000	fallopian tube
chr10	88385383	88386721	Peak_120591	195	fallopian tube
chr10	88385383	88386721	Peak_140627	146	fallopian tube
chr10	88385383	88386721	Peak_203726	74	fallopian tube
chr10	88385383	88386721	Peak_93822	306	fallopian tube
chr10	88386903	88387536	Peak_15393	1000	fallopian tube
chr10	88401809	88402280	Peak_158164	116	fallopian tube
chr10	88401809	88402280	Peak_266221	46	fallopian tube
chr10	88417536	88417737	Peak_176639	94	fallopian tube
chr10	88428403	88428922	Peak_190762	82	fallopian tube
chr10	88428403	88428922	Peak_229015	59	fallopian tube
chr10	88433622	88433982	Peak_129418	171	fallopian tube
chr10	88457773	88458017	Peak_172489	98	fallopian tube
chr10	88474181	88475376	Peak_16759	1000	fallopian tube
chr10	88474181	88475376	Peak_171750	99	fallopian tube
chr10	88474181	88475376	Peak_33044	1000	fallopian tube
chr10	88491245	88491458	Peak_172490	98	fallopian tube
chr10	88523680	88524455	Peak_210479	69	fallopian tube
chr10	88523680	88524455	Peak_287134	40	fallopian tube
chr10	88525819	88526072	Peak_171268	100	fallopian tube
chr10	88531126	88531306	Peak_156154	120	fallopian tube
chr10	88531426	88532202	Peak_55593	682	fallopian tube
chr10	88531426	88532202	Peak_67937	514	fallopian tube
chr10	88537439	88537772	Peak_182634	90	fallopian tube
chr10	88538052	88538388	Peak_123988	186	fallopian tube
chr10	88545379	88545735	Peak_194170	80	fallopian tube
chr10	88553066	88553602	Peak_30286	1000	fallopian tube
chr10	87817691	87819124	Peak_137071	365	pancreas
chr10	87817691	87819124	Peak_2762	1000	pancreas
chr10	87817691	87819124	Peak_39662	1000	pancreas
chr10	87817691	87819124	Peak_65456	1000	pancreas
chr10	87842166	87842666	Peak_46021	1000	pancreas
chr10	87843135	87843407	Peak_97683	759	pancreas
chr10	87844983	87845510	Peak_224865	107	pancreas
chr10	87844983	87845510	Peak_234367	94	pancreas
chr10	87850767	87851285	Peak_21528	1000	pancreas
chr10	87850767	87851285	Peak_242728	86	pancreas
chr10	87861538	87862874	Peak_111671	575	pancreas
chr10	87861538	87862874	Peak_44722	1000	pancreas
chr10	87861538	87862874	Peak_5083	1000	pancreas
chr10	87861538	87862874	Peak_54302	1000	pancreas
chr10	87862993	87864140	Peak_10595	1000	pancreas
chr10	87862993	87864140	Peak_115730	533	pancreas
chr10	87862993	87864140	Peak_15244	1000	pancreas
chr10	87862993	87864140	Peak_152504	285	pancreas
chr10	87870770	87871091	Peak_222160	109	pancreas
chr10	87875784	87876497	Peak_140892	341	pancreas
chr10	87875784	87876497	Peak_226870	103	pancreas
chr10	87879045	87879261	Peak_212688	122	pancreas
chr10	87916084	87916299	Peak_228522	103	pancreas
chr10	87924775	87925013	Peak_171355	215	pancreas
chr10	87925653	87925931	Peak_251943	77	pancreas
chr10	87930167	87930502	Peak_153158	280	pancreas
chr10	87935512	87935771	Peak_268210	64	pancreas
chr10	87938926	87939617	Peak_226871	103	pancreas
chr10	87948479	87948892	Peak_176305	198	pancreas
chr10	87960156	87960507	Peak_124598	453	pancreas
chr10	87960911	87961824	Peak_140255	347	pancreas
chr10	87960911	87961824	Peak_221786	110	pancreas
chr10	87960911	87961824	Peak_229242	101	pancreas
chr10	87970716	87970963	Peak_296557	46	pancreas
chr10	88027542	88027808	Peak_178446	193	pancreas
chr10	88028641	88029068	Peak_37294	1000	pancreas
chr10	88041565	88043128	Peak_115816	532	pancreas
chr10	88041565	88043128	Peak_127123	434	pancreas
chr10	88041565	88043128	Peak_147124	308	pancreas
chr10	88041565	88043128	Peak_222720	108	pancreas
chr10	88041565	88043128	Peak_66247	1000	pancreas
chr10	88045856	88046107	Peak_277725	58	pancreas
chr10	88062554	88063471	Peak_117149	520	pancreas
chr10	88062554	88063471	Peak_289949	50	pancreas
chr10	88063894	88064090	Peak_262070	69	pancreas
chr10	88064566	88065055	Peak_146969	309	pancreas
chr10	88080158	88080582	Peak_19581	1000	pancreas
chr10	88081454	88081953	Peak_104491	661	pancreas
chr10	88081454	88081953	Peak_208753	129	pancreas
chr10	88082840	88083053	Peak_121722	477	pancreas
chr10	88089189	88089892	Peak_10051	1000	pancreas
chr10	88095303	88096417	Peak_144470	322	pancreas
chr10	88095303	88096417	Peak_69376	1000	pancreas
chr10	88095303	88096417	Peak_70922	1000	pancreas
chr10	88113878	88115003	Peak_26344	1000	pancreas
chr10	88113878	88115003	Peak_289992	50	pancreas
chr10	88113878	88115003	Peak_299773	46	pancreas
chr10	88118297	88118510	Peak_118127	510	pancreas
chr10	88131313	88132399	Peak_281788	57	pancreas
chr10	88131313	88132399	Peak_9070	1000	pancreas
chr10	88147425	88147768	Peak_182776	181	pancreas
chr10	88200675	88200909	Peak_187389	170	pancreas
chr10	88218408	88218699	Peak_108090	614	pancreas
chr10	88226041	88226617	Peak_142136	334	pancreas
chr10	88226041	88226617	Peak_200436	143	pancreas
chr10	88227427	88227655	Peak_148787	300	pancreas
chr10	88233994	88234698	Peak_118923	503	pancreas
chr10	88233994	88234698	Peak_255712	75	pancreas
chr10	88235179	88235565	Peak_171643	213	pancreas
chr10	88236123	88236615	Peak_228857	102	pancreas
chr10	88236123	88236615	Peak_66802	1000	pancreas
chr10	88243277	88244591	Peak_102659	684	pancreas
chr10	88243277	88244591	Peak_12152	1000	pancreas
chr10	88243277	88244591	Peak_28344	1000	pancreas
chr10	88253477	88253967	Peak_205262	135	pancreas
chr10	88253477	88253967	Peak_50744	1000	pancreas
chr10	88254113	88254397	Peak_84264	1000	pancreas
chr10	88255348	88255642	Peak_130354	410	pancreas
chr10	88271333	88271664	Peak_216074	117	pancreas
chr10	88271836	88272093	Peak_178447	193	pancreas
chr10	88291233	88291638	Peak_175962	200	pancreas
chr10	88293160	88293490	Peak_202063	141	pancreas
chr10	88293681	88294426	Peak_119738	496	pancreas
chr10	88293681	88294426	Peak_232607	98	pancreas
chr10	88343970	88344238	Peak_248028	81	pancreas
chr10	88346235	88346956	Peak_151644	287	pancreas
chr10	88346235	88346956	Peak_279210	57	pancreas
chr10	88347045	88347266	Peak_273648	61	pancreas
chr10	88365327	88365543	Peak_257875	72	pancreas
chr10	88385509	88386724	Peak_116484	527	pancreas
chr10	88385509	88386724	Peak_140680	343	pancreas
chr10	88385509	88386724	Peak_24013	1000	pancreas
chr10	88385509	88386724	Peak_27035	1000	pancreas
chr10	88387079	88387486	Peak_21823	1000	pancreas
chr10	88389567	88389755	Peak_148638	300	pancreas
chr10	88392352	88392526	Peak_208027	131	pancreas
chr10	88402003	88402263	Peak_154733	273	pancreas
chr10	88457750	88458025	Peak_137352	363	pancreas
chr10	88459446	88459904	Peak_139673	349	pancreas
chr10	88463884	88464128	Peak_139674	349	pancreas
chr10	88474247	88475378	Peak_215622	118	pancreas
chr10	88474247	88475378	Peak_42775	1000	pancreas
chr10	88525791	88526107	Peak_94653	807	pancreas
chr10	88531132	88531331	Peak_164696	235	pancreas
chr10	88538074	88538429	Peak_221493	111	pancreas
chr10	88540235	88540658	Peak_166341	229	pancreas
chr10	88540779	88541986	Peak_101496	700	pancreas
chr10	88540779	88541986	Peak_120034	492	pancreas
chr10	88540779	88541986	Peak_242491	86	pancreas
chr10	88553036	88553562	Peak_279211	57	pancreas
chr10	88553036	88553562	Peak_34746	1000	pancreas
chr10	87817664	87819129	Peak_127437	292	posterior vena cava
chr10	87817664	87819129	Peak_205839	114	posterior vena cava
chr10	87817664	87819129	Peak_49905	1000	posterior vena cava
chr10	87817664	87819129	Peak_9322	1000	posterior vena cava
chr10	87837566	87837979	Peak_230645	90	posterior vena cava
chr10	87850792	87851121	Peak_57447	995	posterior vena cava
chr10	87861638	87863777	Peak_10339	1000	posterior vena cava
chr10	87861638	87863777	Peak_118283	335	posterior vena cava
chr10	87861638	87863777	Peak_2575	1000	posterior vena cava
chr10	87861638	87863777	Peak_266850	69	posterior vena cava
chr10	87861638	87863777	Peak_44453	1000	posterior vena cava
chr10	87861638	87863777	Peak_91403	516	posterior vena cava
chr10	87887867	87888191	Peak_285915	61	posterior vena cava
chr10	87893297	87893670	Peak_161774	183	posterior vena cava
chr10	87916122	87916316	Peak_168735	169	posterior vena cava
chr10	87935468	87936508	Peak_141983	237	posterior vena cava
chr10	87935468	87936508	Peak_81764	610	posterior vena cava
chr10	87939495	87939692	Peak_152270	208	posterior vena cava
chr10	87945913	87946431	Peak_185677	140	posterior vena cava
chr10	87948463	87948974	Peak_51109	1000	posterior vena cava
chr10	87961303	87961748	Peak_97015	468	posterior vena cava
chr10	88004572	88004864	Peak_173669	159	posterior vena cava
chr10	88012672	88012995	Peak_140517	242	posterior vena cava
chr10	88017886	88018086	Peak_208341	110	posterior vena cava
chr10	88027483	88027978	Peak_24350	1000	posterior vena cava
chr10	88041613	88041867	Peak_141165	241	posterior vena cava
chr10	88042151	88042449	Peak_121976	317	posterior vena cava
chr10	88042553	88043186	Peak_76738	670	posterior vena cava
chr10	88045588	88046201	Peak_147236	221	posterior vena cava
chr10	88045588	88046201	Peak_95026	485	posterior vena cava
chr10	88057790	88058041	Peak_182873	144	posterior vena cava
chr10	88059265	88059529	Peak_142152	236	posterior vena cava
chr10	88064566	88065153	Peak_64996	845	posterior vena cava
chr10	88064566	88065153	Peak_72127	733	posterior vena cava
chr10	88065485	88065682	Peak_118790	331	posterior vena cava
chr10	88066962	88067315	Peak_93455	497	posterior vena cava
chr10	88067828	88068038	Peak_158780	191	posterior vena cava
chr10	88071910	88072288	Peak_192688	129	posterior vena cava
chr10	88091620	88092117	Peak_193840	127	posterior vena cava
chr10	88106408	88106795	Peak_90353	524	posterior vena cava
chr10	88107791	88108590	Peak_121953	317	posterior vena cava
chr10	88107791	88108590	Peak_283090	63	posterior vena cava
chr10	88113300	88113680	Peak_155197	200	posterior vena cava
chr10	88114282	88114874	Peak_74641	698	posterior vena cava
chr10	88117956	88118141	Peak_193124	128	posterior vena cava
chr10	88120652	88120860	Peak_193383	127	posterior vena cava
chr10	88120986	88121325	Peak_133827	265	posterior vena cava
chr10	88147075	88147911	Peak_32619	1000	posterior vena cava
chr10	88147075	88147911	Peak_54902	1000	posterior vena cava
chr10	88152691	88153236	Peak_49222	1000	posterior vena cava
chr10	88157870	88158580	Peak_34980	1000	posterior vena cava
chr10	88157870	88158580	Peak_50078	1000	posterior vena cava
chr10	88196037	88196781	Peak_219127	100	posterior vena cava
chr10	88196037	88196781	Peak_42649	1000	posterior vena cava
chr10	88209853	88210948	Peak_139828	245	posterior vena cava
chr10	88209853	88210948	Peak_50534	1000	posterior vena cava
chr10	88226293	88226539	Peak_200846	118	posterior vena cava
chr10	88227381	88227655	Peak_122210	315	posterior vena cava
chr10	88232092	88232862	Peak_195855	125	posterior vena cava
chr10	88232092	88232862	Peak_80632	622	posterior vena cava
chr10	88233960	88234154	Peak_181051	146	posterior vena cava
chr10	88238643	88239016	Peak_252033	77	posterior vena cava
chr10	88243267	88243521	Peak_59956	943	posterior vena cava
chr10	88243673	88244604	Peak_32540	1000	posterior vena cava
chr10	88243673	88244604	Peak_44689	1000	posterior vena cava
chr10	88245980	88246513	Peak_68565	785	posterior vena cava
chr10	88255927	88256724	Peak_68005	794	posterior vena cava
chr10	88266118	88266544	Peak_161775	183	posterior vena cava
chr10	88266118	88266544	Peak_187554	136	posterior vena cava
chr10	88270896	88271723	Peak_123605	309	posterior vena cava
chr10	88270896	88271723	Peak_200090	119	posterior vena cava
chr10	88271798	88272230	Peak_52029	1000	posterior vena cava
chr10	88281929	88283134	Peak_107916	393	posterior vena cava
chr10	88281929	88283134	Peak_158911	191	posterior vena cava
chr10	88281929	88283134	Peak_77482	660	posterior vena cava
chr10	88312873	88313217	Peak_107676	394	posterior vena cava
chr10	88313912	88314250	Peak_174974	157	posterior vena cava
chr10	88314332	88314682	Peak_106935	400	posterior vena cava
chr10	88343700	88344504	Peak_145062	228	posterior vena cava
chr10	88343700	88344504	Peak_71441	743	posterior vena cava
chr10	88346307	88347297	Peak_200847	118	posterior vena cava
chr10	88346307	88347297	Peak_285916	61	posterior vena cava
chr10	88385933	88387557	Peak_177040	154	posterior vena cava
chr10	88385933	88387557	Peak_177488	153	posterior vena cava
chr10	88385933	88387557	Peak_30776	1000	posterior vena cava
chr10	88389556	88389755	Peak_157287	194	posterior vena cava
chr10	88402096	88402274	Peak_197249	122	posterior vena cava
chr10	88411771	88412026	Peak_131029	276	posterior vena cava
chr10	88428423	88428918	Peak_176174	154	posterior vena cava
chr10	88428423	88428918	Peak_190629	131	posterior vena cava
chr10	88440599	88440850	Peak_254626	75	posterior vena cava
chr10	88442583	88443059	Peak_135626	259	posterior vena cava
chr10	88455897	88456219	Peak_155292	199	posterior vena cava
chr10	88456611	88457213	Peak_106959	399	posterior vena cava
chr10	88459576	88459989	Peak_115245	350	posterior vena cava
chr10	88537909	88538506	Peak_135193	261	posterior vena cava
chr10	88537909	88538506	Peak_63883	865	posterior vena cava
chr10	88541246	88541988	Peak_253944	75	posterior vena cava
chr10	88541246	88541988	Peak_30347	1000	posterior vena cava
chr10	88542523	88542846	Peak_106611	400	posterior vena cava
chr10	88553229	88553658	Peak_35913	1000	posterior vena cava
chr10	88557720	88558208	Peak_85446	571	posterior vena cava
chr10	87817664	87819079	Peak_111105	270	thyroid gland
chr10	87817664	87819079	Peak_204479	67	thyroid gland
chr10	87817664	87819079	Peak_72296	567	thyroid gland
chr10	87817664	87819079	Peak_9197	1000	thyroid gland
chr10	87817664	87819079	Peak_99178	333	thyroid gland
chr10	87843155	87843398	Peak_127521	203	thyroid gland
chr10	87850782	87851121	Peak_61818	712	thyroid gland
chr10	87861543	87864104	Peak_170127	107	thyroid gland
chr10	87861543	87864104	Peak_28386	1000	thyroid gland
chr10	87861543	87864104	Peak_33062	1000	thyroid gland
chr10	87861543	87864104	Peak_71479	576	thyroid gland
chr10	87861543	87864104	Peak_72512	563	thyroid gland
chr10	87861543	87864104	Peak_8358	1000	thyroid gland
chr10	87861543	87864104	Peak_92841	376	thyroid gland
chr10	87861543	87864104	Peak_97018	349	thyroid gland
chr10	87896910	87897108	Peak_167551	110	thyroid gland
chr10	87935788	87936067	Peak_108121	284	thyroid gland
chr10	87948631	87948889	Peak_182090	90	thyroid gland
chr10	87961436	87961694	Peak_193678	77	thyroid gland
chr10	88025973	88026238	Peak_206775	65	thyroid gland
chr10	88027596	88027790	Peak_199994	71	thyroid gland
chr10	88041377	88043018	Peak_110944	271	thyroid gland
chr10	88041377	88043018	Peak_143771	157	thyroid gland
chr10	88041377	88043018	Peak_156558	131	thyroid gland
chr10	88041377	88043018	Peak_158778	125	thyroid gland
chr10	88041377	88043018	Peak_229365	48	thyroid gland
chr10	88056955	88057444	Peak_96409	351	thyroid gland
chr10	88062369	88063514	Peak_244791	40	thyroid gland
chr10	88062369	88063514	Peak_48394	980	thyroid gland
chr10	88062369	88063514	Peak_63751	683	thyroid gland
chr10	88063883	88064133	Peak_119072	236	thyroid gland
chr10	88070967	88071220	Peak_135652	178	thyroid gland
chr10	88075987	88076385	Peak_95465	359	thyroid gland
chr10	88079906	88080564	Peak_170306	107	thyroid gland
chr10	88079906	88080564	Peak_22433	1000	thyroid gland
chr10	88089410	88089892	Peak_8293	1000	thyroid gland
chr10	88093062	88093489	Peak_122473	221	thyroid gland
chr10	88093062	88093489	Peak_186814	84	thyroid gland
chr10	88110409	88110714	Peak_149565	145	thyroid gland
chr10	88114010	88114314	Peak_117690	241	thyroid gland
chr10	88114407	88114844	Peak_262336	29	thyroid gland
chr10	88114407	88114844	Peak_91689	384	thyroid gland
